업종명,업소명,소재지(도로명),소재지(지번),소재지전화,업태명
일반음식점,돈육전문점식사를합시다,충청남도 천안시 서북구 성환읍 성진로 65 (외1필지 1층),충청남도 천안시 서북구 성환읍 성월리 63-1 외1필지 1층 ,,통닭(치킨)
일반음식점,우렁선생,"충청남도 천안시 서북구 성정두정로 12 (성정동,메트로존 109호)",충청남도 천안시 서북구 성정동 1451 메트로존 109호 , 041- 522-4690,한식
일반음식점,쭈광쭈꾸미에미치다,충청남도 천안시 서북구 직산읍 삼은4길 5,충청남도 천안시 서북구 직산읍 삼은리 76-205 ,,한식
일반음식점,여가네김밥나라,충청남도 천안시 서북구 두정중11길 20 (두정동),충청남도 천안시 서북구 두정동 1144 , 041- 566-3885,김밥(도시락)
일반음식점,황소곱창,충청남도 천안시 서북구 불당1길 40 (불당동),충청남도 천안시 서북구 불당동 1007 ,041 -557 -4948,한식
일반음식점,일미장어구이,"충청남도 천안시 서북구 서부대로 797 (두정동,1층)",충청남도 천안시 서북구 두정동 1859 1층 , 041- 622-9288,한식
일반음식점,미래,충청남도 천안시 서북구 성환읍 무내2길 76 (외1필지),충청남도 천안시 서북구 성환읍 수향리 74-2 외1필지 , 041- 581-4568,호프/통닭
일반음식점,미라클,"충청남도 천안시 서북구 성정중7길 34 (성정동,3층)",충청남도 천안시 서북구 성정동 1204 3층 ,,까페
일반음식점,얌샘김밥,"충청남도 천안시 서북구 서부16길 60 (성정동,1층)",충청남도 천안시 서북구 성정동 660-2 1층 ,041 -571 -1753,한식
일반음식점,동수네,"충청남도 천안시 서북구 직산읍 삼은3길 26, 1층",충청남도 천안시 서북구 직산읍 삼은리 391 행복한꽃집 ,,정종/대포집/소주방
일반음식점,용이네막창,충청남도 천안시 서북구 두정중7길 34 (두정동),충청남도 천안시 서북구 두정동 1517 ,,한식
일반음식점,제이케이푸드,충청남도 천안시 서북구 미라9길 5 (쌍용동),충청남도 천안시 서북구 쌍용동 1067 ,041 -522 -6988,식육(숯불구이)
일반음식점,여니왕타코,충청남도 천안시 서북구 부성1길 4 (두정동),충청남도 천안시 서북구 두정동 972 , 041-5236- 060,패스트푸드
일반음식점,왕십리곱창마을,"충청남도 천안시 서북구 원두정10길 28 (두정동,1층)",충청남도 천안시 서북구 두정동 936-1 1층 , 041- 553-5455,한식
일반음식점,짓다천안,"충청남도 천안시 서북구 미라6길 32, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 1180 ,,한식
일반음식점,친구호프,충청남도 천안시 서북구 입장면 하장4길 5,충청남도 천안시 서북구 입장면 하장리 47 , 041- 583-5879,호프/통닭
일반음식점,나나집,"충청남도 천안시 서북구 서부대로 728 (두정동,1층)",충청남도 천안시 서북구 두정동 898 1층 ,,한식
일반음식점,오닭,"충청남도 천안시 서북구 성정중5길 10 (성정동,1층)",충청남도 천안시 서북구 성정동 1232 1층 ,,한식
일반음식점,맛깔인삼아구찜,충청남도 천안시 서북구 직산읍 송기길 28-43,충청남도 천안시 서북구 직산읍 부송리 41-37 , 041- 583-5933,한식
일반음식점,구공탄통구이,"충청남도 천안시 서북구 성정4길 5, 1층 (성정동)",충청남도 천안시 서북구 성정동 725-15 ,,식육(숯불구이)
일반음식점,엄마손칼국수,"충청남도 천안시 서북구 서부8길 28, 1층 (성정동)",충청남도 천안시 서북구 성정동 683-15 ,,한식
일반음식점,수빈이김밥천국,충청남도 천안시 서북구 성환읍 성환1로 234,충청남도 천안시 서북구 성환읍 성환리 449-102 , 041- 582-3784,중국식
일반음식점,에스(S),"충청남도 천안시 서북구 검은들3길 9 (불당동,외1필지 201호)",충청남도 천안시 서북구 불당동 697 외1필지 201호 ,041 -555 -5090,까페
일반음식점,육품참숯화로구이,충청남도 천안시 서북구 입장면 입장시장2길 4 (1층),충청남도 천안시 서북구 입장면 하장리 43-4 1층 ,,중국식
일반음식점,이모네포차,"충청남도 천안시 서북구 두정로 117 (두정동,퓨전주차빌딩 105호)",충청남도 천안시 서북구 두정동 1994 퓨전주차빌딩 105호 ,,호프/통닭
일반음식점,열무손칼국수,"충청남도 천안시 서북구 성정중7길 17, 1층 (성정동)",충청남도 천안시 서북구 성정동 1127-2 , 041- 622-2629,분식
일반음식점,팔미낙지한마리수제비,충청남도 천안시 서북구 동서대로 7 (백석동),충청남도 천안시 서북구 백석동 9-3 , 041- 563-0902,분식
일반음식점,그니식당평양냉면,"충청남도 천안시 서북구 두정중7길 34, 1층 (두정동)",충청남도 천안시 서북구 두정동 1517 , 041- 523-6111,한식
일반음식점,네네치킨,충청남도 천안시 서북구 직산읍 아랫말2길 9 (1층),충청남도 천안시 서북구 직산읍 삼은리 76-265 1층 , 041- 584-2020,통닭(치킨)
일반음식점,간이역,충청남도 천안시 서북구 직산읍 삼은5길 11 (1층),충청남도 천안시 서북구 직산읍 삼은리 74-15 1층 ,,호프/통닭
일반음식점,찐배네꽃갈비,"충청남도 천안시 서북구 검은들3길 46, 1층 108,109호 (불당동, 미래시티빌딩)","충청남도 천안시 서북구 불당동 725-12 외1필지 미래시티빌딩 108,109호 ", 041- 567-6090,한식
일반음식점,팔도아구찜,"충청남도 천안시 서북구 쌍용13길 16 (쌍용동,1층)",충청남도 천안시 서북구 쌍용동 1424 1층 ,041 -575 -3700,한식
일반음식점,포커플레이스,"충청남도 천안시 서북구 원두정2길 15 (두정동,2층)",충청남도 천안시 서북구 두정동 872 2층 , 041- 568-9103,정종/대포집/소주방
일반음식점,장수밥상,"충청남도 천안시 서북구 부성3길 22 (두정동,제이디빌딩 1층)",충청남도 천안시 서북구 두정동 966 제이디빌딩 1층 , 041- 522-6392,한식
일반음식점,하루,"충청남도 천안시 서북구 쌍용16길 56, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 647 1층 , 041- 592-1333,까페
일반음식점,퇘랑숯돌생고기두정역점,충청남도 천안시 서북구 성정두정로 102 (두정동),충청남도 천안시 서북구 두정동 1522 , 041- 523-9233,식육(숯불구이)
일반음식점,양평칼국수,충청남도 천안시 서북구 동서대로 125-7 (성정동),충청남도 천안시 서북구 성정동 1260 ,041 -568 -4100,통닭(치킨)
일반음식점,다래막창,충청남도 천안시 서북구 성환읍 성환11길 7-10 (1층),충청남도 천안시 서북구 성환읍 성환리 449-36 1층 ,,한식
일반음식점,파핑스치킨,"충청남도 천안시 서북구 불당3길 25, 1층 (불당동)",충청남도 천안시 서북구 불당동 984 1층 , 041- 567-9277,통닭(치킨)
일반음식점,청담동말자싸롱,"충청남도 천안시 서북구 두정로 117 (두정동,퓨전주차빌딩 108호)",충청남도 천안시 서북구 두정동 1994 퓨전주차빌딩 108호 ,041 -522 -5600,호프/통닭
일반음식점,슈엔초마왕,"충청남도 천안시 서북구 노태산로 50 (두정동,외1필지 1층)",충청남도 천안시 서북구 두정동 597 외1필지 1층 , 041- 567-8845,중국식
일반음식점,흥복집,"충청남도 천안시 서북구 불당8길 17-2 (불당동,1층)",충청남도 천안시 서북구 불당동 1077 1층 , 041- 566-8872,복어취급
일반음식점,어머니손맛,충청남도 천안시 서북구 성거읍 성거길 186 (외1필지 1층),충청남도 천안시 서북구 성거읍 천흥리 373-19 외1필지 1층 ,041 -566 -3356,한식
일반음식점,술타령,"충청남도 천안시 서북구 두정로 227, 1층 (두정동)",충청남도 천안시 서북구 두정동 1505 , 041- 566-3355,호프/통닭
일반음식점,호식이두마리치킨성정점,"충청남도 천안시 서북구 서부1길 38 (성정동,1층)",충청남도 천안시 서북구 성정동 650-14 1층 , 041- 571-9287,통닭(치킨)
일반음식점,제대로한끼,"충청남도 천안시 서북구 성정중5길 3, 1층 (성정동, 쌍둥이빌라동)",충청남도 천안시 서북구 성정동 1228-2 쌍둥이빌라동 1층 ,041 -555 -7661,한식
일반음식점,수타홍짬뽕,"충청남도 천안시 서북구 늘푸른3길 22 (두정동,1층)",충청남도 천안시 서북구 두정동 640 1층 ,041 -566 -3666,중국식
일반음식점,고구려,"충청남도 천안시 서북구 성정로 52 (성정동,1층)",충청남도 천안시 서북구 성정동 724-1 1층 , 041- 577-9253,식육(숯불구이)
일반음식점,자매집,"충청남도 천안시 서북구 봉정로 126 (성정동,외1필지, 1층)","충청남도 천안시 서북구 성정동 193-28 외1필지, 1층 ",041 -575 -3322,한식
일반음식점,다크호스,충청남도 천안시 서북구 성환읍 성환1로 240 (2층),충청남도 천안시 서북구 성환읍 성환리 449-1002 2층 ,,호프/통닭
일반음식점,싱싱반점,"충청남도 천안시 서북구 성정공원5로 10-13, 101,102,201,202호 (성정동)","충청남도 천안시 서북구 성정동 1505 외1필지 (101,102,201,202호) ",041 -561 -6001,한식
일반음식점,휴분식,"충청남도 천안시 서북구 백석공단1로 20, 2동 1층 (백석동)",충청남도 천안시 서북구 백석동 555-57 외1필지(555-84) 2동 1층 , 041- 523-9994,패스트푸드
일반음식점,명가참치,"충청남도 천안시 서북구 원두정1길 3 (두정동,1층)",충청남도 천안시 서북구 두정동 804 1층 , 041- 569-1550,일식
일반음식점,간이역,"충청남도 천안시 서북구 입장면 입장시장2길 2-6, 1층",충청남도 천안시 서북구 입장면 하장리 64-4 1층 ,,통닭(치킨)
일반음식점,또래오래두정점,"충청남도 천안시 서북구 두정중2길 28-4 (두정동,1층)",충청남도 천안시 서북구 두정동 1206-1 1층 , 041- 558-5545,통닭(치킨)
일반음식점,민들레,충청남도 천안시 서북구 월봉1길 58 (쌍용동),충청남도 천안시 서북구 쌍용동 1717 , 041- 571-5208,전통찻집
일반음식점,우가돈가,충청남도 천안시 서북구 성환읍 신선동길 55 (1층),충청남도 천안시 서북구 성환읍 성월리 95-12 1층 , 041- 582-3211,한식
일반음식점,봉명치킨두정점,"충청남도 천안시 서북구 서부대로 729 (두정동,외1필지 101호)",충청남도 천안시 서북구 두정동 720 외1필지 101호 , 041- 565-2046,패스트푸드
일반음식점,흥부네병천순대수육국밥,"충청남도 천안시 서북구 3공단5로 58, 104호 (성성동)",충청남도 천안시 서북구 성성동 511 , 041- 567-6023,한식
일반음식점,옥이네김치찌개와직화삼겹천안점,충청남도 천안시 서북구 미라3길 27 (쌍용동),충청남도 천안시 서북구 쌍용동 1148 ,041 -571 -0059,통닭(치킨)
일반음식점,활어시장회도매센타,충청남도 천안시 서북구 노태산로 72 (두정동),충청남도 천안시 서북구 두정동 572-2 , 041- 569-8383,횟집
일반음식점,라디오스타라이브카페,"충청남도 천안시 서북구 미라2길 53 (쌍용동,외3필지(1035,1036,1037)2동 2층)","충청남도 천안시 서북구 쌍용동 1034 외3필지(1035,1036,1037)2동 2층 ",041 -578 -9959,라이브카페
일반음식점,옥경이네오리집,"충청남도 천안시 서북구 성정두정로 102 (두정동,1층)",충청남도 천안시 서북구 두정동 1522 1층 , 041- 563-5335,한식
일반음식점,반가네한식뷔페,"충청남도 천안시 서북구 3공단5로 58, 108호 (성성동)",충청남도 천안시 서북구 성성동 511 , 041- 555-5583,한식
일반음식점,원조교동집,"충청남도 천안시 서북구 불당5길 27 (불당동,1층)",충청남도 천안시 서북구 불당동 1122 1층 , 041- 566-8227,한식
일반음식점,태선족발,"충청남도 천안시 서북구 미라1길 10 (쌍용동,1층)",충청남도 천안시 서북구 쌍용동 1107 1층 ,,한식
일반음식점,삼육가,"충청남도 천안시 서북구 원두정6길 17 (두정동,1층)",충청남도 천안시 서북구 두정동 873 1층 , 041- 622-7272,일식
일반음식점,죠스떡볶이천안두정점,"충청남도 천안시 서북구 두정로 165, 1층 (두정동)",충청남도 천안시 서북구 두정동 974 1층 , 041- 621-8200,한식
일반음식점,네네치킨앤봉구스밥버거쌍용봉명점,"충청남도 천안시 서북구 봉서5길 17, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 796 (1층) ,041 -571 -4479,호프/통닭
일반음식점,종가대박집,충청남도 천안시 서북구 두정로 172 (두정동),충청남도 천안시 서북구 두정동 940 , 041- 621-1112,기타
일반음식점,(주)더참맛수육국밥,"충청남도 천안시 서북구 두정로 172 (두정동,1층)",충청남도 천안시 서북구 두정동 940 1층 , 041- 567-9254,기타
일반음식점,산막골,"충청남도 천안시 서북구 두정로 231, 1층 (두정동)",충청남도 천안시 서북구 두정동 1506 외1필지(1514) 1동 ,041 -571 -3117,통닭(치킨)
일반음식점,놀아줘,충청남도 천안시 서북구 입장면 입장시장3길 4-8 (1층),충청남도 천안시 서북구 입장면 하장리 44-50 1층 , 041- 584-5065,호프/통닭
일반음식점,네네치킨앤봉구스밥버거불당점,"충청남도 천안시 서북구 불당11로 54, 1층 (불당동)",충청남도 천안시 서북구 불당동 1203 미소동물병원 ,,통닭(치킨)
일반음식점,늘솜늘찬,충청남도 천안시 서북구 직산읍 삼은4길 18-16 (1층),충청남도 천안시 서북구 직산읍 삼은리 74-25 1층 , 041- 587-2584,한식
일반음식점,천안두정점새마을식당,충청남도 천안시 서북구 두정로 172 (두정동),충청남도 천안시 서북구 두정동 940 ,,호프/통닭
일반음식점,달감숯불닭갈비,충청남도 천안시 서북구 미라2길 64 (쌍용동),충청남도 천안시 서북구 쌍용동 956 ,041 -574 -7275,통닭(치킨)
일반음식점,쌍용추어탕,"충청남도 천안시 서북구 월봉3길 10 (쌍용동,1층)",충청남도 천안시 서북구 쌍용동 1711 1층 ,,한식
일반음식점,바른회어시장,"충청남도 천안시 서북구 검은들3길 5 (불당동,101,102호)","충청남도 천안시 서북구 불당동 736 101,102호 ",041 -523 -1357,횟집
일반음식점,동막골해장국,충청남도 천안시 서북구 직산읍 상덕로 39 (1층),충청남도 천안시 서북구 직산읍 양당리 344-14 1층 , 041- 585-8003,한식
일반음식점,자매식당,"충청남도 천안시 서북구 월봉1길 46-1 (쌍용동,1층)",충청남도 천안시 서북구 쌍용동 1748 1층 , 041- 574-0975,한식
일반음식점,강릉장칼국수,충청남도 천안시 서북구 성정중5길 17 (성정동),충청남도 천안시 서북구 성정동 1182 , 041- 567-9615,한식
일반음식점,블랙,"충청남도 천안시 서북구 두정고5길 18 (두정동,1층)",충청남도 천안시 서북구 두정동 1965 1층 ,041 -566 -9796,까페
일반음식점,도쿄여우비1,"충청남도 천안시 서북구 원두정2길 24 (두정동,2층)",충청남도 천안시 서북구 두정동 868 2층 , 041- 551-5003,정종/대포집/소주방
일반음식점,돈지게한우육개장,"충청남도 천안시 서북구 미라3길 19 (쌍용동,1층)",충청남도 천안시 서북구 쌍용동 1190-1 1층 ,041 -571 -9838,호프/통닭
일반음식점,서들한우,충청남도 천안시 서북구 두정고5길 34 (두정동),충청남도 천안시 서북구 두정동 1978 ,041 -564 -1345,식육(숯불구이)
일반음식점,와우맥주전문점,"충청남도 천안시 서북구 두정중7길 36, 1층 (두정동)",충청남도 천안시 서북구 두정동 1516 ,041 -568 -7979,호프/통닭
일반음식점,더블유바,"충청남도 천안시 서북구 성정중7길 26, 1층 (성정동)",충청남도 천안시 서북구 성정동 1208 1층 , 041- 564-3647,까페
일반음식점,구어조은닭쌍용불당점,충청남도 천안시 서북구 쌍용4길 7 (쌍용동),충청남도 천안시 서북구 쌍용동 1342 , 041- 566-0305,한식
일반음식점,남도홍어탕,충청남도 천안시 서북구 성거읍 성거길 186,충청남도 천안시 서북구 성거읍 천흥리 373-19 ,,한식
일반음식점,판도라,"충청남도 천안시 서북구 성정중7길 30, 101호 (성정동)",충청남도 천안시 서북구 성정동 1206 101호,041 -557 -5089,정종/대포집/소주방
일반음식점,역전할머니맥주쌍용점,"충청남도 천안시 서북구 미라10길 18, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 1077 , 041- 577-0601,호프/통닭
일반음식점,홍참치,"충청남도 천안시 서북구 쌍용대로 297 (성정동,2층)",충청남도 천안시 서북구 성정동 413-1 2층 ,,한식
일반음식점,이가네감자탕,충청남도 천안시 서북구 성거읍 성거길 192,충청남도 천안시 서북구 성거읍 천흥리 373-11 , 041- 622-1338,한식
일반음식점,사랑채,"충청남도 천안시 서북구 직산읍 상덕로 185, 1층",충청남도 천안시 서북구 직산읍 양당리 5-75 1층 , 041- 588-9119,한식
일반음식점,스타포차,"충청남도 천안시 서북구 성정공원5로 15 (성정동,1층)",충청남도 천안시 서북구 성정동 1297 1층 , 041- 567-5006,한식
일반음식점,칠성포차,"충청남도 천안시 서북구 성정공원1길 21 (성정동,외2필지 101호)",충청남도 천안시 서북구 성정동 1498 외2필지 101호 ,,한식
일반음식점,쌈촌천안불당점,"충청남도 천안시 서북구 봉서산로 69-9 (불당동,1층)",충청남도 천안시 서북구 불당동 773 1층 ,041 -556 -8859,한식
일반음식점,거농치킨,충청남도 천안시 서북구 직산읍 봉주로 59 (1층),충청남도 천안시 서북구 직산읍 삼은리 417 1층 ,,호프/통닭
일반음식점,박가네코다리,"충청남도 천안시 서북구 성거읍 성거길 148, 1층",충청남도 천안시 서북구 성거읍 천흥리 379-1 , 041- 585-0365,한식
일반음식점,산청자매훠궈,"충청남도 천안시 서북구 미라2길 64, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 956 (1층) ,041 -576 -9932,한식
일반음식점,논두렁,"충청남도 천안시 서북구 서부대로 737 (두정동,필레오1 107호)",충청남도 천안시 서북구 두정동 702 필레오1 107호 ,,기타
일반음식점,미스사이공,"충청남도 천안시 서북구 성정공원1길 21 (성정동,외2필지 102호)",충청남도 천안시 서북구 성정동 1498 외2필지 102호 ,,정종/대포집/소주방
일반음식점,경복궁,충청남도 천안시 서북구 성정중7길 9 (성정동),충청남도 천안시 서북구 성정동 1125 , 041- 565-7776,한식
일반음식점,소금창고,"충청남도 천안시 서북구 검은들3길 21 (불당동,(101,102호))","충청남도 천안시 서북구 불당동 706 (101,102호) ", 041- 551-8308,한식
일반음식점,인생술집,충청남도 천안시 서북구 오성로 72 (성정동),충청남도 천안시 서북구 성정동 1151 1층 , 041- 565-3737,정종/대포집/소주방
일반음식점,정무관정통손짜장,"충청남도 천안시 서북구 직산읍 천안대로 1716, 1층",충청남도 천안시 서북구 직산읍 수헐리 74-9 , 041- 587-3355,중국식
일반음식점,대구왕뽈때기,"충청남도 천안시 서북구 불당5길 8 (불당동,1층)",충청남도 천안시 서북구 불당동 1194 1층 , 041- 522-6888,한식
일반음식점,청매골화로구이,충청남도 천안시 서북구 성환읍 신선동길 47 (외1필지(406-1)),충청남도 천안시 서북구 성환읍 성환리 408-5 외1필지(406-1) , 041- 585-8592,식육(숯불구이)
일반음식점,와이블랙,충청남도 천안시 서북구 직산읍 삼은3길 25 (제일프라자 111호),충청남도 천안시 서북구 직산읍 삼은리 72-53 제일프라자 111호 ,,통닭(치킨)
일반음식점,쌍용돈,"충청남도 천안시 서북구 월봉5길 1 (쌍용동,1층)",충청남도 천안시 서북구 쌍용동 1676 1층 , 041- 573-1422,식육(숯불구이)
일반음식점,친구마차,충청남도 천안시 서북구 성환읍 신방로 474 (외1필지(344-19) 1층),충청남도 천안시 서북구 성환읍 성환리 344-132 외1필지(344-19) 1층 ,,한식
일반음식점,양파링한식주점,"충청남도 천안시 서북구 원두정8길 14 (두정동,외1필지(889-1) 1층)",충청남도 천안시 서북구 두정동 890 외1필지(889-1) 1층 , 041- 565-9233,호프/통닭
일반음식점,본죽앤비빔밥천안직산점,충청남도 천안시 서북구 성거읍 봉주로 97 (1층),충청남도 천안시 서북구 성거읍 신월리 370-6 1층 , 041- 583-0019,한식
일반음식점,탭파이브,"충청남도 천안시 서북구 원두정9길 19, 남경빌딩동 102호 (두정동)",충청남도 천안시 서북구 두정동 938 ,,정종/대포집/소주방
일반음식점,우리집백반,"충청남도 천안시 서북구 노태산로 168, 1층 (두정동)",충청남도 천안시 서북구 두정동 1844 ,,한식
일반음식점,참맛있는집,"충청남도 천안시 서북구 성거읍 소우문덕길 1, 1층",충청남도 천안시 서북구 성거읍 문덕리 190-2 , 041- 566-2228,통닭(치킨)
일반음식점,엉터리생고기두정점,"충청남도 천안시 서북구 두정고4길 8, 1동 1층 (두정동)",충청남도 천안시 서북구 두정동 1992 , 041- 592-5656,식육(숯불구이)
일반음식점,시골집,충청남도 천안시 서북구 두정역동7길 14 (두정동),충청남도 천안시 서북구 두정동 1692-1 ,    - 523-9955,한식
일반음식점,훌랄라참숯바베큐치킨,"충청남도 천안시 서북구 서부16길 56, 1층 (성정동)",충청남도 천안시 서북구 성정동 658-2 ,,통닭(치킨)
일반음식점,별난생태나라,"충청남도 천안시 서북구 봉서5길 10 (쌍용동,삼환빌딩)",충청남도 천안시 서북구 쌍용동 828 삼환빌딩 ,    - 575-3675,한식
일반음식점,활인가,충청남도 천안시 서북구 성성3길 9 (성성동),충청남도 천안시 서북구 성성동 232-2 , 041- 564-7787,한식
일반음식점,어두일미대구왕뽈때기,"충청남도 천안시 서북구 성정두정로 129, 1층 (두정동)",충청남도 천안시 서북구 두정동 1134 ,    - 562-7775,한식
일반음식점,아구세상,충청남도 천안시 서북구 서부대로 793 (두정동),충청남도 천안시 서북구 두정동 1860 ,    - 565-7575,한식
일반음식점,남해수산,충청남도 천안시 서북구 서부20길 2 (성정동),충청남도 천안시 서북구 성정동 623-1 ,    - 522-5108,횟집
일반음식점,회랑스시,충청남도 천안시 서북구 쌍용18길 8-1 (쌍용동),충청남도 천안시 서북구 쌍용동 1474 , 041- 574-3311,일식
일반음식점,남도식당,충청남도 천안시 서북구 직산읍 직산로 243,충청남도 천안시 서북구 직산읍 군서리 10-2 ,    - 581-0169,한식
일반음식점,쌍용활어회시장,충청남도 천안시 서북구 월봉5길 19 (쌍용동),충청남도 천안시 서북구 쌍용동 1591 ,041 -577 -6227,일식
일반음식점,옛터구이,"충청남도 천안시 서북구 두정중3길 25 (두정동,102호)",충청남도 천안시 서북구 두정동 1109 102호 ,    - 555-2599,한식
일반음식점,광명만두,충청남도 천안시 서북구 두정중4길 1 (두정동),충청남도 천안시 서북구 두정동 1525 ,    - 552-2289,분식
일반음식점,한신우동,충청남도 천안시 서북구 원두정6길 22 (두정동),충청남도 천안시 서북구 두정동 851 ,,한식
일반음식점,카스타운,충청남도 천안시 서북구 월봉10길 2 (쌍용동),충청남도 천안시 서북구 쌍용동 1889 ,    - 573-1591,호프/통닭
일반음식점,족발야시장,"충청남도 천안시 서북구 미라2길 53, 2동 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 1034 2동(1층) ,,한식
일반음식점,굽네치킨 쌍용점,"충청남도 천안시 서북구 쌍용13길 13-2, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 1370 이석민피자 ,    - 573-5959,통닭(치킨)
일반음식점,황토가마구이,"충청남도 천안시 서북구 서부대로 319-4, 1층 (쌍용동, 포크빌)",충청남도 천안시 서북구 쌍용동 190-5 포크빌 ,041 -577 -9001,한식
일반음식점,스파이시돈,"충청남도 천안시 서북구 원두정8길 29, 1층 (두정동)",충청남도 천안시 서북구 두정동 932-3 1층 ,    - 522-1233,통닭(치킨)
일반음식점,두정맛집우리상회,"충청남도 천안시 서북구 오성로 92, 1층 (성정동)",충청남도 천안시 서북구 성정동 1167 1층 ,    - 565-9295,정종/대포집/소주방
일반음식점,짬뽕면사무소,충청남도 천안시 서북구 축구센터로 13 (와촌동),충청남도 천안시 서북구 와촌동 59-1 ,041 -574 -6766,중국식
일반음식점,화성토종순대국,충청남도 천안시 서북구 성거읍 수청1길 10,충청남도 천안시 서북구 성거읍 저리 118 ,    -5659- 288,한식
일반음식점,소담골,충청남도 천안시 서북구 미라7길 25 (쌍용동),충청남도 천안시 서북구 쌍용동 1151 ,    - 573-3690,한식
일반음식점,5솔가꼬마김밥,충청남도 천안시 서북구 미라9길 5 (쌍용동),충청남도 천안시 서북구 쌍용동 1067 ,,호프/통닭
일반음식점,꽃길,충청남도 천안시 서북구 성환읍 성진로 61,충청남도 천안시 서북구 성환읍 성월리 65 ,,호프/통닭
일반음식점,봉가네,충청남도 천안시 서북구 개목8길 29 (성정동),충청남도 천안시 서북구 성정동 1083-2 ,    - 575-9901,횟집
일반음식점,명동식당,"충청남도 천안시 서북구 백석5길 20-2, 1층 (백석동)",충청남도 천안시 서북구 백석동 814 ,041 -552 -3451,한식
일반음식점,희래등,충청남도 천안시 서북구 성거읍 소우문덕길 1 (외 1필지),충청남도 천안시 서북구 성거읍 문덕리 188 외 1필지 ,    - 621-3839,중국식
일반음식점,장원솥뚜껑삼겹살,"충청남도 천안시 서북구 두정중8길 35, 1층 (두정동)",충청남도 천안시 서북구 두정동 1545 ,041 -558 -0321,식육(숯불구이)
일반음식점,역전대교설렁탕,충청남도 천안시 서북구 축구센터로 13 (와촌동),충청남도 천안시 서북구 와촌동 59-1 ,    - 574-7710,한식
일반음식점,쟁반집,충청남도 천안시 서북구 두정중7길 30 (두정동),충청남도 천안시 서북구 두정동 1272 ,,호프/통닭
일반음식점,041프로젝트,"충청남도 천안시 서북구 원두정7길 5, 1층 (두정동)",충청남도 천안시 서북구 두정동 892 1층 ,041 -567 -7222,호프/통닭
일반음식점,무쏘성정두정점,"충청남도 천안시 서북구 서부대로 704 (성정동,102호)",충청남도 천안시 서북구 성정동 1117 102호 ,,한식
일반음식점,미인참치,"충청남도 천안시 서북구 검은들3길 60, 104~105호 (불당동, 리치프라자)",충청남도 천안시 서북구 불당동 732 리치프라자 ,,한식
일반음식점,계림촌,"충청남도 천안시 서북구 성환읍 성환4길 12, 1층",충청남도 천안시 서북구 성환읍 매주리 316 마이마트 ,,통닭(치킨)
일반음식점,육교가,충청남도 천안시 서북구 불당7길 9 (불당동),충청남도 천안시 서북구 불당동 1255 ,,한식
일반음식점,길손칼국수,"충청남도 천안시 서북구 노태산로 10 (두정동,한양프라자 102,104호)","충청남도 천안시 서북구 두정동 611 한양프라자 102,104호 ",,한식
일반음식점,변사또아구,충청남도 천안시 서북구 서부16길 24 (성정동),충청남도 천안시 서북구 성정동 653-2 ,    -576 -0335,한식
일반음식점,그녀의커피잔,"충청남도 천안시 서북구 월봉로 74 (쌍용동,2층)",충청남도 천안시 서북구 쌍용동 1525 2층 ,041 -574 -9695,경양식
일반음식점,삼삼구이촌,충청남도 천안시 서북구 성환읍 성환9길 7,충청남도 천안시 서북구 성환읍 성환리 449-169 ,    - 582-4453,식육(숯불구이)
일반음식점,샤인,"충청남도 천안시 서북구 도원5길 16 (성정동,정연빌딩)",충청남도 천안시 서북구 성정동 952-1 정연빌딩 ,041 -573 -6866,호프/통닭
일반음식점,직산정화식당,충청남도 천안시 서북구 직산읍 직산로 256,충청남도 천안시 서북구 직산읍 군동리 66 ,,한식
일반음식점,여기서한잔,"충청남도 천안시 서북구 두정고2길 37 (두정동,101호)",충청남도 천안시 서북구 두정동 1891 101호 ,041 -522 -7879,까페
일반음식점,챔피언양꼬치,"충청남도 천안시 서북구 쌍용15길 48, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 676 ,041 -572 -9929,호프/통닭
일반음식점,제이제이맛집,"충청남도 천안시 서북구 백석5길 29 (백석동,1층)",충청남도 천안시 서북구 백석동 855 1층 ,,한식
일반음식점,댕댕이고깃집,충청남도 천안시 서북구 미라6길 21 (쌍용동),충청남도 천안시 서북구 쌍용동 1140 ,,경양식
일반음식점,장수촌,"충청남도 천안시 서북구 오성7길 3 (두정동,102호)",충청남도 천안시 서북구 두정동 561-8 102호 ,,한식
일반음식점,훌랄라바베큐치킨성환점,충청남도 천안시 서북구 성환읍 신방로 474 (외 1필지),충청남도 천안시 서북구 성환읍 성환리 344-132 외 1필지 ,041 -587 -2525,통닭(치킨)
일반음식점,족발맨천안1호점,"충청남도 천안시 서북구 서부1길 41, 1층 (성정동)",충청남도 천안시 서북구 성정동 648-12 ,,호프/통닭
일반음식점,정장군숯불구이전문점,"충청남도 천안시 서북구 성환읍 성환중앙로 70, 1층",충청남도 천안시 서북구 성환읍 성환리 278-11 외 3필지 ,    -582 -7778,한식
